小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
建东大厦,(思明白鹭洲)天湖路103号,76933,2002年建成 ,塔楼,1.2至2元/平米/月,南方物业管理有限公司,厦门东亚房地产开发有限公司,1栋,140户
港澳中心,(思明外国语学校)湖滨南路83号,70810,2006年建成 ,塔楼,2.5元/平米/月,北京戴德梁行物业管理有限公司厦门物业管理分公司,无开发商,1栋,227户
屿浦路6-10号,(思明松柏)屿浦路,70106,1990年建成 ,板楼,暂无信息,无物业管理服务,厦门住宅建设总公司,1栋,74户
天耀湖畔,(思明白鹭洲)天湖路77到79号,84742,2002年建成 ,塔楼/板楼,2.1元/平米/月,天耀(厦门)置业有限公司,天耀(厦门)置业发展有限公司,1栋,236户
东方瑞士,"(思明火车站)禾祥东路32号, 禾祥东路32-22号, 禾祥东路32-23号, 禾祥东路32-24-1号",71028,1998年建成 ,板楼,0.8至3元/平米/月,无物业管理服务,无开发商,2栋,117户
金秋豪园,(思明白鹭洲)白鹭洲路501到503 号,86601,2000年建成 ,塔楼,2.6元/平米/月,厦门鹭欣物业管理有限公司,厦门金秋豪园房地产有限公司,1栋,110户
新乐大厦,(思明外国语学校)湖滨南路101-107号,63581,2003年建成 ,塔楼,2元/平米/月,德新房产物业,厦门中城集团,1栋,86户
金源花园,(思明火车站)禾祥东路24号,62789,1996年建成 ,板楼,1至1.5元/平米/月,无物业管理服务,无,2栋,99户
佳苑星河,(思明白鹭洲)天湖路115号,75711,2007年建成 ,塔楼/板楼,3.7元/平米/月,裕景（厦门）物业管理有限公司,佳苑房地产开发有限公司,1栋,120户
假日E时代,"(思明白鹭洲)天湖路40号, 天湖路38号",81468,1998年建成 ,板楼,1.5元/平米/月,厦门立元物业有限公司,无开发商,2栋,397户
永升丽景,(思明外国语学校)湖滨南路135号,77634,2000年建成 ,塔楼,1.7元/平米/月,上海永升物业管理有限公司厦门分公司,永升旭日集团房地产开发有限公司,1栋,141户
厦门海关高职称宿舍楼,(思明禾祥西路)湖滨中路47-49号,69511,1978年建成 ,板楼,2.5元/平米/月,厦门国贸物业管理有限公司同安分公司,山海关开发区鹏达房地产开发有限公司,2栋,70户
鹭腾花园,(思明火车站)后埭溪路104号,62700,1993年建成 ,板楼,1.3至2.2元/平米/月,厦门建发物业管理有限公司,厦门建发集团有限公司,10栋,233户
盈翠里8号,(思明莲花一村)盈翠里8号,86551,1997年建成 ,塔楼/板楼,0.8元/平米/月,暂无信息,明发集团,4栋,140户
大洲城市花园,(思明富山)湖滨东路90号,68844,1990年建成 ,塔楼/板楼,1.2至1.8元/平米/月,大洲物业管理有限公司,厦门大洲房地产集团有限公司 ,2栋,313户
金桥园,(思明七星路)金桥路32-46号,79464,2004年建成 ,板楼,1.2元/平米/月,金桥物业,四金房产,4栋,126户
盈翠大厦,"(思明莲花一村)盈翠西路,盈翠西路26号",74364,1998年建成 ,塔楼,暂无信息,厦门嘉益物业,厦门福康有限公司,1栋,117户
银苑花园,"(思明富山)胡明路, 湖明路61号, 湖明路65-83号",70644,1995年建成 ,板楼,1.5至2.5元/平米/月,厦门中都物业管理有限公司,广州城建发地产,5栋,143户
瑞馨阁,(思明瑞景)洪文六里195到197号,68056,2006年建成 ,板楼,0.8元/平米/月,瑞隆（厦门）物业管理有限公司,厦门瑞泰房地产公司,1栋,99户
玉山花园,(湖里金尚)金昌路,72641,2005年建成 ,板楼,0.8至1.5元/平米/月,厦门新福依房地产开发有限公司,厦门华星开发商,3栋,162户
凤凰名都,(思明市政府)湖滨北路33到39号,70579,2003年建成 ,塔楼/板楼/塔板结合,0.8至1.5元/平米/月,厦门天诚物业管理有限公司,厦门建德开发有限公司,3栋,323户
凤凰山庄,(思明市政府)湖滨北路70号之一,69931,1985年建成 ,板楼,0.8至2.3元/平米/月,厦门市好管家物业管理有限公司,厦门新达利房地产开发有限公司,75栋,329户
仙岳山庄,(思明岳阳社区)仙岳路265到295号,62662,1994年建成 ,板楼,1元/平米/月,厦门白士德楼宇管理有限公司,会成建设发展有限公司,25栋,305户
文物大楼,(思明市政府)湖滨北路36-38号,64110,1985年建成 ,板楼,1至1.5元/平米/月,上海永升物业管理有限公司厦门分公司,厦门皇家房地产开发有限公司,2栋,52户
利华苑,(思明市政府)筼筜路,80603,1991年建成 ,板楼/平房,1.6至1.68元/平米/月,住总物业,厦门建德开发有限公司,14栋,156户
陶然北岸,(思明市政府)仙岳路,70194,1980年建成 ,板楼,2.1元/平米/月,厦门鲁安物业服务有限公司,厦门翔安新城投资开发有限公司,2栋,224户
禾祥东路,(思明禾祥东路)禾祥东路61-65号,67835,1986年建成 ,板楼,1.5元/平米/月,厦门厦房物业管理有限公司,无,9栋,312户
新景雅苑,(湖里江头)江顺里233到243号,66326,2003年建成 ,塔楼/板楼,1.3至1.7元/平米/月,厦门新景风华物业管理公司,厦门新景地集团有限公司,2栋,288户
税务小区,(思明富山)湖滨南路328号,64266,1985年建成 ,板楼/塔板结合,暂无信息,无物业管理服务,厦门梧村汽车站开发有限公司,3栋,119户
厦纸宿舍,(思明富山)厦禾路1009之1-之4号,63869,1991年建成 ,板楼,2.1元/平米/月,无物业管理服务,厦门市盛华物房地产开发有限公司,1栋,56户
瑞丽花园,(思明瑞景)洪文六里56到68号,70655,2000年建成 ,塔板结合,1至1.95元/平米/月,厦门侨洪物业管理有限公司,厦门洪文居住区开发有限公司,6栋,266户
云景花园,"(思明瑞景)洪文六里, 洪文六里133号, 洪文六里150号, 洪文六里149-152号, 莲前东路650号",62616,1998年建成 ,塔楼/板楼,0.6至2.5元/平米/月,无,厦门市同亨房地产,7栋,246户
港龙花园,(思明市政府)筼筜路36到64号,71659,1998年建成 ,板楼/塔板结合,1.15至1.65元/平米/月,上海永升物业管理有限公司厦门分公司,厦门龙潭房地产开发有限公司,6栋,292户
吉祥家园,(思明市政府)建业路,91317,1982年建成 ,板楼,2.5元/平米/月,吉祥物业, 福建中骏置业有限公司,2栋,319户
南湖阁,(思明槟榔)湖光路,74096,2001年建成 ,板楼,1.2元/平米/月,无物业管理服务,厦门夏商房地产有限公司,3栋,107户
金领广场,(思明富山)湖滨东路,76672,2004年建成 ,板楼/塔板结合,1.8至2.3元/平米/月,厦门滕王阁物业管理有限公司,厦门立赛亚房地产开发有限公司,2栋,350户
未来海岸碧海湾,(海沧未来海岸北师大)嵩屿北里,63128,2003年建成 ,塔板结合/平房,4元/平米/月,暂无信息,厦门海投房地产有限公司 ,11栋,20户
非矿大厦,(思明外国语学校)湖滨南路91号,75766,1996年建成 ,塔楼,2.4元/平米/月,厦门市嘉福园物业管理有限公司,厦门非矿房地产开发有限公司,1栋,132户
国贸花园,(思明白鹭洲)天湖路55到69号,73336,1999年建成 ,板楼,1.4至2.3元/平米/月,厦门国贸物业管理有限公司,厦门国贸房地产有限公司,4栋,165户
建东大厦,(思明白鹭洲)天湖路103号,76933,2002年建成 ,塔楼,1.2至2元/平米/月,南方物业管理有限公司,厦门东亚房地产开发有限公司,1栋,140户
港澳中心,(思明外国语学校)湖滨南路83号,70810,2006年建成 ,塔楼,2.5元/平米/月,北京戴德梁行物业管理有限公司厦门物业管理分公司,无开发商,1栋,227户
屿浦路6-10号,(思明松柏)屿浦路,70106,1990年建成 ,板楼,暂无信息,无物业管理服务,厦门住宅建设总公司,1栋,74户
天耀湖畔,(思明白鹭洲)天湖路77到79号,84742,2002年建成 ,塔楼/板楼,2.1元/平米/月,天耀(厦门)置业有限公司,天耀(厦门)置业发展有限公司,1栋,236户
东方瑞士,"(思明火车站)禾祥东路32号, 禾祥东路32-22号, 禾祥东路32-23号, 禾祥东路32-24-1号",71028,1998年建成 ,板楼,0.8至3元/平米/月,无物业管理服务,无开发商,2栋,117户
金秋豪园,(思明白鹭洲)白鹭洲路501到503 号,86601,2000年建成 ,塔楼,2.6元/平米/月,厦门鹭欣物业管理有限公司,厦门金秋豪园房地产有限公司,1栋,110户
新乐大厦,(思明外国语学校)湖滨南路101-107号,63581,2003年建成 ,塔楼,2元/平米/月,德新房产物业,厦门中城集团,1栋,86户
金源花园,(思明火车站)禾祥东路24号,62789,1996年建成 ,板楼,1至1.5元/平米/月,无物业管理服务,无,2栋,99户
佳苑星河,(思明白鹭洲)天湖路115号,75711,2007年建成 ,塔楼/板楼,3.7元/平米/月,裕景（厦门）物业管理有限公司,佳苑房地产开发有限公司,1栋,120户
假日E时代,"(思明白鹭洲)天湖路40号, 天湖路38号",81468,1998年建成 ,板楼,1.5元/平米/月,厦门立元物业有限公司,无开发商,2栋,397户
永升丽景,(思明外国语学校)湖滨南路135号,77634,2000年建成 ,塔楼,1.7元/平米/月,上海永升物业管理有限公司厦门分公司,永升旭日集团房地产开发有限公司,1栋,141户
厦门海关高职称宿舍楼,(思明禾祥西路)湖滨中路47-49号,69511,1978年建成 ,板楼,2.5元/平米/月,厦门国贸物业管理有限公司同安分公司,山海关开发区鹏达房地产开发有限公司,2栋,70户
鹭腾花园,(思明火车站)后埭溪路104号,62700,1993年建成 ,板楼,1.3至2.2元/平米/月,厦门建发物业管理有限公司,厦门建发集团有限公司,10栋,233户
南湖新村,(思明槟榔)槟榔西里212-217号,73510,1990年建成 ,板楼,0.3至0.9元/平米/月,无物业管理服务, 重庆汇东房地产开发有限公司,3栋,186户
金枋世家一期,(湖里枋湖)枋湖西三路281号,62972,2012年建成 ,塔楼/塔板结合,1.5至3.5元/平米/月,厦门汇嘉物业管理有限公司, 陕西亿润经贸有限公司 ,11栋,1385户
富贵门花园,(湖里机场区)金尚嘉园1到143号,62537,2009年建成 ,塔楼/板楼,2.3元/平米/月,厦门市创优物业管理有限公司,厦门皇家房地产开发有限公司,5栋,230户
御景豪庭,(思明市政府)建业路7号,76325,2004年建成 ,塔楼/板楼,1.8至2.5元/平米/月,厦门住总物业管理有限公司,厦门华星开发商,1栋,206户
特运松柏文明小区,(思明体育中心)仙岳路416号,68398,1992年建成 ,板楼,0.5元/平米/月,暂无信息,厦门特运房地产开发有限公司,13栋,831户
侨建花园西区,(思明SM)仙岳路,63320,1971年建成 ,塔楼/板楼,0.6至1.2元/平米/月,暂无信息,厦门市福信房地产开发有限公司,6栋,220户
国贸怡祥大厦,(思明松柏)国贸怡祥大厦,67636,2005年建成 ,塔楼/板楼,1.8至2元/平米/月,厦门国贸物业管理有限公司,厦门信隆房地产联合开发有限公司,2栋,382户
松柏大厦公寓楼,(思明松柏)莲岳路158号,71703,1998年建成 ,塔楼,3元/平米/月,厦门国贸物业管理有限公司,厦门松柏房地产开发有限公司,2栋,185户
毅宏花园,(思明松柏)屿后南里418号,63857,1994年建成 ,板楼,0.5至0.6元/平米/月,厦门市住总物业管理公司,厦门毅宏（集团）股份有限公司,4栋,96户
新港龙名府,"(思明松柏)仙岳路, 仙岳路470～478",66326,2005年建成 ,塔楼/板楼,1至1.9元/平米/月,厦门优聚缘物业管理服务有限公司,厦门毅宏（集团）股份有限公司,4栋,150户
台湾山庄巴厘香墅,(思明SM)仙岳路601-625号,88996,1998年建成 ,塔楼/板楼,2.6至5元/平米/月,裕景（厦门）物业管理有限公司,厦门建德开发有限公司,72栋,112户
嘉怡园,(思明松柏)仙岳路,65557,1998年建成 ,塔楼,1.6元/平米/月,厦门市住总物业管理有限公司,无开发商,1栋,168户
永年天墅,(思明松柏)西浦路,93966,2003年建成 ,板楼,3至4.5元/平米/月,裕景（厦门）物业管理有限公司,厦门市永年房地产开发有限公司,3栋,137户
松柏华庭,(思明SM)仙源里40到71号,65252,2000年建成 ,塔楼/板楼,1.1至2.3元/平米/月,厦门市世家物业管理有限公司,厦门源成房地产开发有限公司,17栋,924户
岷宫花园大厦思明,(思明莲花一村)玉荷里31号,73967,1989年建成 ,塔楼,1.8元/平米/月,厦门友朋四方物业管理有限公司,1,1栋,160户
大正大厦,(思明白鹭洲)天湖路42号,68399,2000年建成 ,板楼,2.2元/平米/月,厦门国贸物业管理有限公司,厦门农正房地产有限公司,2栋,149户
石泉路,"(思明实验小学及周边)石泉路19号, 石泉路23号, 石泉路18号",68147,1985年建成 ,塔楼/板楼/塔板结合,0.6至1.5元/平米/月,暂无信息,无,22栋,309户
特房五缘尊墅,(湖里五缘湾)钟宅西三里五缘尊墅,96063,2013年建成 ,塔楼/板楼,1至3.5元/平米/月,厦门市特房物业服务有限公司,无开发商,36栋,71户
国贸海景公寓,(思明思北)鹭江道256-264号,67182,2000年建成 ,板楼/塔板结合,2.12元/平米/月,厦门国贸物业管理有限公司,厦门国贸物业管理有限公司,6栋,182户
特房尊府,(思明禾祥西路)祥滨路81号,92694,2006年建成 ,板楼,2.5元/平米/月,厦门市特房物业服务有限公司,厦门经济特区房地产开发集团有限公司,5栋,306户
博海豪园,(思明厦大)大学路583-587号,67566,2006年建成 ,塔楼/板楼,2至2.5元/平米/月,厦门万景物业管理有限公司,厦门旧城重建有限公司,3栋,72户
建委宿舍,(思明公园小学及周边)湖滨南路44号,89776,1997年建成 ,未知类型,暂无信息,暂无信息,暂无信息,1栋,48户
名仕御园,(思明厦大)名仕园1-75号,75746,1996年建成 ,塔楼/板楼/塔板结合,0.3至0.5元/平米/月,无物业管理服务,诺林(厦门)房地产开发有限公司,21栋,109户
宝龙御湖官邸,(湖里湖边水库)金洪路1到49号,69255,2012年建成 ,板楼,3.5至7.2元/平米/月,厦门宝龙信息产业发展有限公司,厦门宝龙置业发展有限公司 ,16栋,257户
宏辉大厦,(思明实验小学及周边)中山路318号,82300,1998年建成 ,塔楼,1.3元/平米/月,自主物业,厦门琸泰置业有限公司,1栋,283户
演武花园,(思明厦大)顶澳仔2号之1-5,79079,1994年建成 ,塔楼/板楼,0.01至0.65元/平米/月,无物业管理服务,无开发商,9栋,359户
建发宿舍,(思明思北)小学路136号,73663,1992年建成 ,板楼,1元/平米/月,厦门建发物业管理有限公司,无开发商,1栋,114户
海滨商厦,(思明思明南路)民族路42-44,69876,1998年建成 ,塔板结合,暂无信息,无物业管理服务,厦门飞耀房地产开发有限公司,1栋,66户
望海花园,(思明思明南路)寿山路4号,62794,1982年建成 ,板楼,1.2元/平米/月,厦门福康物业管理有限公司,无开发商,1栋,162户
华润苑,(思明实验小学及周边)盐溪街4-6号,86921,2006年建成 ,板楼,1.8元/平米/月,暂无信息,暂无信息,1栋,38户
东方丽景,(思明市政府)湖滨中路,92582,2004年建成 ,板楼,2.8元/平米/月,豪亿物业,安徽盛元房地产开发有限公司,1栋,172户
融景居,(思明外国语学校)湖滨南路93,91795,1999年建成 ,塔板结合,2.68元/平米/月,厦门市融坤物业管理有限公司,厦门市融坤房地产开发有限公司,1栋,648户
明鑫苑,(思明禾祥西路)后滨路13号,62896,2005年建成 ,板楼,1.2元/平米/月,厦门鑫祥庭物业管理服务有限公司,鑫永源房地产开发公司,2栋,26户
银行家园,"(思明思北)角滨路, 角滨路9号",69185,2000年建成 ,塔楼/板楼/塔板结合,1.1至1.5元/平米/月,无物业管理服务,厦门祥鹏房地产开发有限公司,7栋,293户
后河路,"(思明公园小学及周边)后河路, 后河路75号",84869,1978年建成 ,板楼,暂无信息,暂无信息,无,19栋,185户
